	BALF1	BALF2	BALF16	BALF19	BALF25	BALF28	BALF33	BALF39	BALF42	BALF44	BALF45	BALF54	BALF56	BALF59	BALF60	BALF63	BALF65	BALF67	BALF72	BALF76	BALF77	BALF78	BALF81	BALF85	BALF88	BALF95	BALF96	BALF97	BALF105	BALF106	BALF108	BALF109	BALF112	BALF113	BALF114	BALF115	BALF116	BALF120	BALF121	BALF123	BALF126	BALF127	BALF128	BALF133	BALF136	BALF138	BALF143	BALF148	BALF150	BALF153	BALF155	BALF161	BALF162	BALF163	BALF165	BALF166	BALF169	BALF181	BALF182	BALF194	BALF198	BALF203	BALF204	BALF206	BALF208	BALF214	BALF217	BALF218	BALF221	BALF222	BALF225	BALF228	BALF231	BALF237	BALF238	BALF247	BALF248	BALF253	BALF254	BALF255	BALF256	BALF177	BALF259	BALF263	BALF265	BALF267	BALF270	BALF283
K02004: putative_ABC_transport_system_permease_protein	588.992	411.711	79.6163	0	1067.77	0	936.381	510.482	901.401	698.2	719.539	0	0	0	0	578.425	469.312	0	884.52	0	0	0	0	750.909	0	692.123	659.322	0	0	0	0	1001.77	0	429.319	529.052	0	327.427	500.298	0	0	0	0	548.898	0	101.874	0	246.42	885.131	423.408	0	0	0	0	0	0	0	0	833.215	0	0	678.64	957.637	239.471	742.223	0	476.911	197.267	0	0	404.024	0	0	843.576	970.866	579.931	881.811	1012.83	1096.02	186.818	882.227	166.211	300.724	0	0	809.126	825.2	0	587.05
K00963: UTP_glucose_1_phosphate_uridylyltransferase	1438.87	0	245.956	49.514	726.701	0	1319.53	432.035	1077.61	525.447	1065.72	0	0	65.4716	62.711	679.007	472.668	355.899	1077.71	0	0	0	229.9747	869.68	0	748.53	354.141	0	503.968	0	0	1002.78	0	370.48	221.314	0	341.9	912.301	0	0	0	0	387.811	0	0	0	0	910.325	202.238	0	0	0	0	0	0	0	0	1038.58	0	0	769.425	1018.59	975.545	650.36	0	752.646	0	0	215.857	692.078	0	0	821.726	1041.68	591.96	999.533	1126.49	800.933	0	852.339	0	415.035	0	0	913.175	853.929	0	604.772
K00858: NAD_kinase	1347.5	0	53.5795	28.1138	921.569	137.169	1171.09	302.987	834.987	807.113	520.908	0	0	74.8447	217.521	701.042	588.215	0	828.323	0	0	0	217.793	469.183	112.311	616.972	752.614	0	0	0	335.865	1021.86	0	0	258.755	0	793.248	785.758	0	0	0	0	919.65	0	129.548	286.007	211.816	630.739	465.941	0	0	0	0	0	0	0	0	744.237	0	0	815.694	794.322	253.787	449.604	0	511.092	0	0	82.8991	206.726	0	0	545.094	987.75	532.817	820.734	1009.63	1066.03	0	877.33	0	1292.97	0	0	1040.45	712.765	0	630.369
K01875: seryl_tRNA_synthetase	0	0	112.711	49.3094	1004.88	206.206	1111.52	453.568	935.099	837.726	674.415	0	146.775	55.6849	0	444.308	542.886	0	852.824	0	0	0	70.0916	609.185	0	722.263	581.543	0	657.724	0	0	888.042	0	330.115	732.829	465.206	194.849	586.264	115.056	119.744	0	0	641.178	0	146.759	0	0	953.477	205.168	0	0	0	0	0	0	0	0	1007.8	0	0	570.861	970.026	349.093	749.717	0	617.271	0	0	0	669.115	0	0	1007.52	1114.01	567.403	997.001	1229.19	1134.77	0	1042.5	319.318	425.626	0	0	867.017	903.212	0	507.441
K02314: replicative_DNA_helicase	670.348	528.763	95.0783	33.3378	823.427	249.303	909.252	525.399	850.404	666.006	534.835	0	0	0	163.071	723.976	377.911	222.762	918.951	0	0	0	0	489.059	0	604.466	771.105	0	575.175	0	0	1078.92	0	410.506	224.454	0	638.36	653.755	0	0	0	0	572.31	0	102.743	0	0	797.88	474.131	0	0	0	0	0	0	0	0	844.549	0	0	580.046	888.098	323.478	592.852	0	540.336	0	0	0	526.222	0	0	639.917	856.076	454.081	685.659	955.187	567.476	0	840.522	366.744	0	0	0	868.033	694.698	0	517.256
K01885: glutamyl_tRNA_synthetase	349.418	515.402	129.648	73.372	1106.78	264.843	1160.19	459.215	949.389	682.26	754.113	0	0	0	268.599	481.724	368.298	0	921.498	0	0	0	0	590.669	0	781.059	570.313	0	0	0	96.8359	1003.43	0	325.499	623.874	0	334.798	564.092	0	0	0	0	385.808	0	225.33	0	0	753.502	274.714	0	0	0	0	0	0	0	0	1010.41	0	0	809.248	1029.18	140.122	928.398	0	435.595	263.478	0	0	670.626	0	0	596.036	1075.7	936.233	1052.45	924.934	967.378	0	1021.59	135.498	0	0	0	893.513	901.626	0	848.135
K02355: elongation_factor_G	1025.65	0	133.627	130.517	749.873	0	697.2	412.965	1038.83	479.469	465.193	0	0	120.4455	207.525	462.729	386.73	0	746.577	0	0	0	75.4896	683.682	0	585.935	664.178	0	382.049	0	0	808.79	311.491	262.317	425.637	269.404	0	441.304	106.446	170.305	0	0	535.328	0	136.374	0	278.74	853.74	315.081	0	0	0	0	0	0	0	0	748.399	0	0	604.718	830.394	131.203	649.046	0	498.829	0	0	122.551	466.202	0	0	566.256	994.454	427.737	805.84	830.58	1120.13	0	922.033	0	0	0	0	757.544	713.893	0	682.149
K03979: GTPase	796.998	0	113.215	39.5131	862.401	225.204	1021.95	425.847	830.347	625.807	752.467	0	0	43.4759	135.75	621.242	523.944	179.524	801.985	0	0	0	47.0917	757.286	0	569.224	551.982	0	0	0	0	721.976	0	318.934	565.16	0	406.321	523.683	0	0	0	0	502.242	0	127.615	0	0	1119.09	382.492	0	0	0	0	0	0	0	0	767.135	0	0	550.79	910.753	198.414	601.371	0	847.338	0	0	192.804	516.991	0	0	580.925	1125.39	710.841	925.056	911.334	739.208	0	1052.53	192.823	520.243	0	0	1038.98	799.584	0	326.851
K03073: preprotein_translocase_subunit_SecE	0	534.431	83.8573	43.1478	849.021	0	698.178	417.435	1340.12	432.476	922.273	0	0	173.904	0	298.123	240.09	225.972	1034.9	441.888	0	0	0	807.421	0	940.917	1174.71	0	0	0	370.185	1080.91	0	420.077	1424.43	411.464	409.83	580.724	0	87.61	0	52.2643	610.7336	0	0	0	0	860.18	356.634	0	0	0	0	0	0	0	0	829.435	0	0	772.022	937.157	299.7	894.437	0	328.602	300.526	0	456.85	0	0	0	944.001	942.709	587.3	1069.88	681.389	1180.51	0	1219.7	0	0	0	0	838.209	987.716	0	774.314
K11071: spermidine_putrescine_transport_system_permease_protein	737.557	859.443	101.973	0	784.589	0	558.672	458.934	1014.6	556.332	527.597	77.1492	0	0	48.8168	407.445	443.16	0	849.198	0	0	0	0	587.036	0	752.413	740.398	0	0	0	0	950.186	0	353.357	286.647	0	571.191	848.197	0	0	344.016	0	564.266	0	160.734	0	150.175	887.495	344.079	0	0	0	0	0	0	217.515	0	1280.62	0	0	722.858	996.597	192.784	641.203	0	692.367	0	0	110.202	523.451	0	0	1118.72	1083.71	661.125	1103.39	894.455	1013.07	0	958.326	0	847.557	0	0	835.907	861.612	0	867.439
K01866: tyrosyl_tRNA_synthetase	812.063	522.654	96.5027	68.8593	806.238	0	1140.2	298.256	789.641	739.608	892.194	0	0	68.6299	100.359	681.078	274.617	270.778	887.109	0	0	0	71.3315	831.84	0	903.514	543.923	0	0	0	181.482	960.214	0	294.655	0	0	357.132	690.418	55.0235	324.505	0	0	538.026	0	0	0	0	867.446	636.985	0	0	0	0	0	0	0	0	743.965	471.506	0	569.747	1032.25	261.204	838.304	0	419.041	0	0	129.829	744.701	125.664	0	740.65	1149.54	626.885	1022.76	1129.79	1165.41	129.662	1030.37	0	861.227	0	0	764.839	903.123	0	776.738
K08602: oligoendopeptidase_F	933.814	689.184	126.178	0	820.487	0	817.193	388.384	895.627	712.376	737.464	0	0	0	0	546.318	415.456	230.058	927.74	0	0	0	0	639.086	0	887.059	685.002	0	0	0	0	1036.25	0	297.368	580.074	363.066	519.232	702.384	0	0	0	0	564.526	0	0	267.654	237.68	998.31	426.01	0	0	0	0	0	0	0	0	907.537	0	0	676.74	1005.37	230.518	896.733	0	471.467	0	0	131.781	386.615	0	0	676.041	842.121	430.426	775.659	801.832	785.157	0	718.149	0	0	0	0	865.534	626.087	0	570.594
K03551: holliday_junction_DNA_helicase_RuvB	1101.1	0	119.5998	79.634	702.403	669.201	1030.66	528.577	1006.24	784.947	665.675	0	164.063	63.9214	188.8266	681.986	390.186	0	805.435	0	0	0	132.96	671.701	0	714.442	807.302	0	0	0	164.111	980.024	0	349.642	940.49	0	686.171	514.987	0	0	0	0	326.415	0	0	0	0	875.467	863.274	0	124.502	0	0	0	0	0	0	1097.26	0	0	807.784	1061.88	265.631	772.724	0	749.012	0	0	84.3699	577.079	0	0	794.19	1061.7	694.15	872.271	902.144	725.272	0	921.414	0	444.876	0	0	738.036	785.587	0	607.821
K01868: threonyl_tRNA_synthetase	976.217	0	134.621	25.2261	613.278	354.575	890.259	441.031	1036.18	631.438	379.648	0	246.769	100.67	64.9832	551.977	488.667	234.293	934.085	0	0	0	64.895	769.674	0	614.976	788.539	0	0	0	137.083	1110.83	0	275.462	633.311	0	768.901	578.736	22.2191	0	0	0	712.061	0	0	0	121.022	921.933	401.458	0	0	0	0	0	0	0	0	853.855	0	0	574.742	959.137	310.749	609.354	0	938.528	0	0	0	204.903	0	0	620.15	929.019	539.358	843.695	907.298	798.761	0	998.659	0	641.268	0	0	1079.61	811.801	0	487.515
K14540: ribosome_biogenesis_GTPase_A	683.996	0	130.649	0	1118.62	0	749.076	737.059	951.37	698.923	985.533	0	0	0	0	637.854	265.934	0	1007.75	0	0	0	0	737.407	0	1076.47	952.474	780.636	0	123.592	95.3211	732.818	0	290.226	1285.05	276.616	0	831.721	0	0	0	0	1048.56	0	294.133	0	0	807.967	171.419	0	0	0	0	0	0	0	111.897	917.676	0	0	742.716	1002.79	411.582	966.596	0	723.851	0	0	215.698	361.317	0	0	705.659	866.336	504.092	1019.4	792.514	945.405	255.388	932.198	0	258.497	0	0	637.318	878.58	0	689.95
K03531: cell_division_protein_FtsZ	462.272	738.74	63.3219	0	790.23	464.405	801.806	397.483	808.481	312.898	448.173	0	0	0	124.467	394.924	607.721	0	872.857	0	0	0	0	729.145	0	765.426	717.104	0	663.622	0	127.65	523.297	0	0	944.412	379.176	1129.06	559.567	0	0	0	0	388.327	0	131.581	0	215.14	650.705	377.929	0	0	0	0	0	0	0	0	924.783	0	0	667.316	886.438	0	618.33	0	292.001	0	0	78.9377	487.43	0	0	491.728	765.633	541.187	727.343	795.095	837.977	0	727.185	0	867.203	0	0	831.382	760.099	0	558.17
K03111: single_strand_DNA_binding_protein	0	0	27.5096	37.0788	618.628	0	903.532	193.978	1009.87	843.951	400.194	0	0	61.9134	194.176	921.123	507.634	0	838.217	0	0	0	188.822	686.846	0	684.721	915.491	0	0	0	0	1151.97	0	0	231.924	0	444.371	443.805	142.002	139.577	0	0	634.12	0	0	0	303.763	1029.54	462.499	148.1738	0	0	0	0	0	0	0	903.861	0	0	770.818	1198.52	511.808	492.535	0	794.032	0	0	324.903	582.189	125.069	0	565.715	843.773	687.633	819.83	1080.89	1026.79	0	1101.05	126.321	0	0	0	1295.52	600.197	0	594.791
K00162: pyruvate_dehydrogenase_E1_component_beta_subunit	0	0	109.797	0	995.336	276.418	930.55	489.247	725.635	897.231	559.579	0	0	0	0	449.684	393.831	0	706.979	0	0	0	0	590.327	124.185	859.553	684.292	0	614.193	0	0	859.948	0	254.786	635.499	902.757	524.473	708.297	0	0	0	0	409.844	0	0	0	256.107	955.087	352.106	0	0	0	0	0	0	0	0	700.584	0	0	581.878	760.496	164.386	566.245	0	643.711	0	0	125.292	535.612	0	0	325.201	956.835	322.136	856.944	817.382	709.382	0	907.892	213.006	0	224.928	0	481.362	764.767	0	614.234
K05844: ribosomal_protein_S6_L_glutamate_ligase	639.969	426.13	120.882	0	1134.19	120.548	1029.85	551.003	871.292	729.083	0	0	0	0	0	831.951	344.587	215.192	1089.07	0	0	0	50.8083	725.397	0	1167.39	1005.24	725.187	0	0	0	1186.88	0	159.348	511.575	0	0	471.648	0	0	390.032	0	827.379	0	91.0803	0	184.705	828.125	681.151	0	0	0	0	0	0	0	0	992.75	188.232	0	703.766	1106.89	283.893	811.462	0	463.496	0	0	127.394	517.355	0	0	756.387	1103.05	672.598	929.576	985.256	864.612	284.698	1023.59	0	0	0	0	903.52	768.238	0	378.604
K15581: oligopeptide_transport_system_permease_protein	707.217	0	142.038	33.2365	851.496	195.131	1174.23	546.975	560.726	679	735.845	0	0	0	105.053	932.138	282.712	0	832.119	396.444	0	0	94.7124	500.911	0	745.052	601.257	0	0	0	0	876.992	0	170.614	759.641	0	306.313	769.967	0	0	0	0	335.202	0	0	0	0	862.519	430.451	0	0	0	0	0	0	0	0	833.45	0	0	595.019	832.113	0	755.523	0	503.961	0	0	229.907	419.223	0	0	619.916	1040.74	566.342	851.091	983.828	1032.47	200.208	739.702	152.405	419.687	0	0	915.91	634.992	0	656.083
K00566: tRNA_uridine_2_sulfurtransferase	817.128	0	75.3375	20.0876	772.648	298.738	870.709	522.561	989.291	675.104	901.129	0	75.3835	165.7718	208.705	458.689	171.087	241.533	717.116	0	0	0	81.2213	703.98	183.787	574.206	470.462	0	0	0	0	668.639	0	301.087	0	390.976	0	602.146	70.071	230.955	0	0	432.045	0	169.595	0	0	865.424	169.438	0	0	0	0	0	0	0	0	720.301	0	0	775.685	881.02	0	635.887	0	545.635	0	0	0	483.269	0	0	751.117	1102.57	516.202	803.58	849.532	863.758	0	1073.71	0	268.284	0	0	777.71	680.394	0	803.585
K02469: DNA_gyrase_subunit_A	609.083	619.408	122.509	0	846.018	279.867	1078.89	385.888	826.472	924.749	683.25	0	0	87.0904	0	489.146	254.891	185.519	867.298	0	0	0	34.0682	557	0	798.999	496.297	0	0	0	0	1202.97	0	236.482	550.897	0	0	637.615	55.8417	0	0	0	658.713	0	186.175	0	112.737	844.01	447.495	0	0	0	0	0	0	0	0	884.449	0	0	872.118	1025.22	337.701	711.076	0	671.023	0	0	121.34	447.991	0	0	580.272	1103.59	595.598	1081.89	1019.23	969.549	316.117	1148.57	0	418.136	0	0	883.207	811.302	0	790.174
K15582: oligopeptide_transport_system_permease_protein	0	0	172.565	0	419.714	176.28	752.309	472.817	688.742	488.832	713.717	0	0	0	88.3292	625.659	223.954	368.82	679.835	0	0	0	154.433	662.899	0	642.243	285.758	0	0	0	0	899.422	0	294.337	290.925	669.43	444.457	702.017	0	0	0	0	560.677	0	0	0	0	939.057	299.381	0	0	0	0	0	0	0	0	596.044	0	0	570.472	833.78	419.335	465.434	0	514.51	0	0	278.1173	778.014	0	0	387.129	989.792	519.925	873.058	897.097	950.792	0	797.519	0	614.477	0	0	919.88	687.764	0	522.35
K03475: ascorbate_PTS_system_EIIC_component	392.854	0	134.638	0	885.627	219.943	957.827	439.309	884.981	609.143	1074.37	0	0	0	0	651.269	389.182	0	744.066	0	0	0	83.6067	816.477	0	674.487	406.259	0	479.457	0	0	936.055	0	337.335	445.023	0	511.72	593.26	0	0	0	0	275.541	0	133.406	0	145.389	751.836	311.714	0	0	0	0	0	0	0	0	772.011	0	0	586.786	865.997	424.105	584.372	0	504.025	0	0	106.958	579.153	0	0	818.517	1069.13	630.567	1021.6	895.523	673.332	0	958.557	0	258.532	0	0	1082.98	746.566	0	696.058
K10563: formamidopyrimidine_DNA_glycosylase	574.972	0	77.7498	153.5478	530.412	126.356	1048.19	578.14	895.509	516.356	582.667	0	0	90.9651	86.8504	797.317	421.385	113.316	970.628	0	0	0	71.9401	746.156	0	669.359	772.557	0	1176.71	0	0	714.585	0	169.534	236.997	618.998	730.648	617.683	0	0	0	0	499.643	0	0	395.311	0	717.755	238.45	0	0	0	0	0	0	0	0	646.147	0	0	736.748	951.832	166.986	643.159	0	674.816	0	0	0	380.858	0	0	581.445	944.836	569.381	819.261	863.89	718.173	0	594.1751	162.281	0	0	0	835.002	750.436	0	779.371
K02041: phosphonate_transport_system_ATP_binding_protein	671.917	522.119	107.381	0	794.958	0	1257.06	300.786	835.408	1225.25	640.167	0	0	70.5997	0	291.305	443.419	176.613	849.658	0	0	0	0	571.384	0	543.652	901.131	0	0	0	216.932	852.836	0	693.335	0	401.985	373.696	928.06	0	0	0	0	556.994	0	195.294	0	0	925.606	361.795	0	0	0	0	0	0	0	130.717	672.49	0	0	590.807	996.235	543.874	587.103	0	568.653	0	0	0	381.601	0	0	308.923	883.45	390.163	1084.75	1058.23	753.839	0	588.968	0	801.376	0	0	644.233	877.01	0	515.999
K02036: phosphate_transport_system_ATP_binding_protein	468.318	436.568	115.141	19.1482	859.372	0	997.524	552.089	908.409	756.473	334.04	0	0	0	0	466.722	522.121	215.359	863.887	0	0	0	187.4433	462.579	0	822.335	898.69	0	0	0	0	890.112	0	161.074	918.302	0	0	632.186	0	98.2381	0	0	954.826	0	77.7363	429.329	286.064	726.974	678.736	0	0	0	0	0	0	0	121.443	751.861	0	0	734.109	1088.73	0	505.045	0	396.253	0	0	0	663.214	0	0	904.093	979.83	479.756	968.166	826.519	1146.02	0	925.113	343.634	922.566	0	0	909.613	688.283	0	683.114
K02778: glucose_PTS_system_EIIB_component	515.518	411.052	103.158	0	910.06	193.948	889.209	382.935	993.773	618.762	561.689	0	0	0	0	523.32	369.91	212.831	750.843	0	0	0	27.2852	612.032	0	604.908	553.149	0	0	0	0	763.054	0	354.604	655.891	0	374.375	565.273	0	0	0	0	456.022	0	195.633	0	0	942.058	293.2	0	0	0	0	0	0	0	0	753.359	0	0	654.337	821.088	290.87	500.756	0	558.658	0	0	0	257.849	0	0	731.004	912.465	532.646	882.325	877.288	799.392	0	799.824	133.029	386.875	0	0	800.491	609.671	0	493.16
K02779: glucose_PTS_system_EIICB_or_EIICBA_component	515.518	411.052	103.158	0	910.06	193.948	889.209	382.935	993.773	618.762	561.689	0	0	0	0	523.32	369.91	212.831	750.843	0	0	0	27.2852	612.032	0	604.908	553.149	0	0	0	0	763.054	0	354.604	655.891	0	374.375	565.273	0	0	0	0	456.022	0	195.633	0	0	942.058	293.2	0	0	0	0	0	0	0	0	753.359	0	0	654.337	821.088	290.87	500.756	0	558.658	0	0	0	257.849	0	0	731.004	912.465	532.646	882.325	877.288	799.392	0	799.824	133.029	386.875	0	0	800.491	609.671	0	493.16
K02601: transcription_termination_antitermination_protein_NusG	806.42	0	113.012	111.048	754.227	115.407	1103.33	452.945	1137.23	711.905	692.228	0	0	0	334.375	901.173	523.378	0	1024.1	0	0	0	0	868.357	217.654	860.885	934.3608	0	1170.16	75.388	0	1341.74	275.233	309.112	0	0	922.37	980.591	0	0	0	0	786.08	0	120.508	332.825	131.357	1132.22	501.653	115.605	96.8765	0	0	0	0	0	0	777.96	0	0	1216.83	1042.65	447.476	890.63	0	594.27	0	0	64.2621	824.145	0	0	1245.38	1046.45	545.236	945.986	889.378	727.683	0	1101.57	0	0	0	0	872.868	949.5995	0	706.994
K03702: excinuclease_ABC_subunit_B	0	804.721	68.976	0	698.674	458.036	843.217	516.3	770.979	627.932	424.535	0	0	76.0493	128.43	505.003	428.978	0	769.967	0	0	0	52.8701	539.965	0	839.02	413.93	0	321.214	0	0	781.467	0	222.717	558.728	0	376.729	463.545	0	0	0	0	350.6	0	107.5	371.123	0	758.319	277.441	0	0	0	0	0	0	0	0	813.004	320.429	0	732.94	850.185	225.637	604.479	0	753.938	226.259	0	0	591.828	0	0	773.215	953.029	493.738	861.93	963.488	929.487	0	909.708	0	0	0	0	724.252	765.272	0	556.398
K00997: holo_acyl_carrier_protein_synthase	0	0	0	0	913.61	546.942	1136.16	388.324	1157.51	1403.66	222.541	0	0	0	0	1294.22	390.858	490.499	897.537	0	0	0	113.646	396.719	0	656.047	511.865	0	1041.85	0	0	789.066	0	458.653	0	446.565	1037.85	617.174	0	0	829.511	0	493.672	0	0	0	0	1127.36	851.161	0	0	0	0	0	0	0	484.044	1097.22	0	0	1281.59	1159.39	1073.56	971.064	0	760.211	0	0	122.218	330.336	0	0	1715.91	1131.28	318.701	1011.75	1019.74	665.921	0	787.944	0	0	0	288.963	696.027	832.119	0	694.581
K00554: tRNA_guanine37_N1_methyltransferase	0	782.878	61.8476	42.165	836.41	0	986.412	595.829	902.98	724.172	686.666	0	0	0	234.815	468.032	351.796	141.904	964.988	0	0	0	74.5367	781.502	0	648.448	568.272	0	0	0	0	1293.11	0	176.921	447.736	344.517	285.957	641.202	93.4243	0	0	0	404.937	0	0	0	683.112	889.369	446.734	0	0	0	0	0	0	91.8451	0	720.718	0	0	887.132	977.864	334.583	889.87	0	707.494	0	0	0	579.021	0	0	1092.13	1004.74	612.619	1141.18	884.637	697.427	0	975.325	0	394.007	0	278.662	1043.89	862.041	0	497.58
K03046: DNA_directed_RNA_polymerase_subunit_beta	405.414	0	92.2924	57.8866	868.645	0	869.288	502.317	807.189	607.713	693.381	0	0	102.725	163.735	623.222	291.453	0	792.386	0	0	0	27.5662	711.688	0	559.836	521.944	0	511.601	0	0	917.255	0	280.631	537.087	0	369.625	607.213	71.2107	0	0	0	447.402	0	131.705	0	208.16	998.02	451.627	0	0	0	0	0	0	0	0	740.348	0	0	665.863	889.239	331.679	456.96	0	545.518	0	0	212.614	415.329	0	0	568.752	997.414	595.869	909.712	864.487	840.974	0	942.348	0	497.711	0	0	724.337	766.915	0	528.335
K18682: ribonucrease_Y_EC_3_1_	541.687	0	65.2888	0	851.141	0	839.56	583.594	1126.97	1050.26	563.38	0	0	0	0	907.407	464	368.664	843.203	0	0	0	83.0043	669.334	0	629.042	607.355	0	659.658	0	0	889.367	0	246.829	336.838	0	469.373	761.233	31.0697	194.29	0	0	301.392	0	134.903	0	180.48	792.271	587.137	0	0	0	0	0	0	0	153.238	693.823	0	0	553.906	859.769	497.611	662.141	0	564.353	0	0	98.1916	391.409	0	0	733.147	831.936	393.486	708.037	825.445	677.596	0	610.22	0	0	0	0	706.835	726.99	0	643.957
K06949: ribosome_biogenesis_GTPase_thiamine_phosphate_phosphatase	756.104	444.712	112.597	0	643.633	0	1389.9	416.77	856.315	841.742	409.501	0	0	59.2013	142.875	765.114	239.655	186.667	846.1781	0	0	0	0	605.941	0	804.378	767.395	0	0	0	0	1194.23	0	308.17	0	0	272.823	508.286	73.0757	0	0	0	431.502	0	118.815	0	543.947	910.428	213.669	0	0	0	0	0	0	0	0	543.733	0	0	788.204	884.726	199.509	754.939	0	703.055	0	0	53.718	812.526	0	0	631.495	821.316	605.071	837.782	709.71	627.422	0	698.655	161.526	250.607	0	0	639.727	790.87	0	289.074
K03101: signal_peptidase_II	0	904.32	71.1804	81.8088	861.987	0	787.599	672.385	926.868	836.258	231.311	0	223.737	0	126.276	504.254	434.957	0	672.306	0	0	0	29.6228	662.378	0	532.631	239.417	0	0	0	104.399	689.163	0	0	502.692	1276.45	308.025	178.735	0	188.311	0	0	435.662	0	290.3369	0	526.722	777.764	402.311	0	0	0	0	0	0	0	0	788.18	0	0	507.025	785.259	450.78	539.12	0	635.401	0	0	221.9726	183.595	0	0	535.06	907.707	397.512	1197.65	845.931	961.259	0	594.027	0	0	0	0	550.327	544.419	0	928.162
K06024: segregation_and_condensation_protein_B	823.965	1274.79	121.528	0	954.783	301.791	794.396	599.953	1031.24	1213.42	540.29	0	0	0	0	530.877	460.03	0	969.444	0	0	0	108.647	520.764	0	737.464	542.277	0	919.475	0	221.685	740.681	0	445.412	0	0	327.236	703.322	0	0	0	0	836.514	0	0	0	391.46	768.818	341.569	0	0	0	0	0	0	0	213.557	978.932	0	0	916.501	851.305	335.02	623.714	0	742.153	0	0	82.0754	311.88	0	0	757.442	967.276	618.999	702.994	709.48	735.085	0	667.773	0	0	0	0	1146.61	669.315	0	328.367
K13292: phosphatidylglycerol_prolipoprotein_diacylglyceryl_transferase	0	0	71.113	54.2925	1149.8	0	978.448	374.505	768.291	831.415	573.283	0	0	101.944	158.469	534.912	417.336	228.075	797.691	0	0	0	0	673.255	0	482.991	644.593	0	0	0	0	1009.38	0	132.371	638.121	645.92	489.83	627.044	47.6297	0	0	0	349.776	0	128.086	0	0	695.166	223.97	0	0	0	0	0	0	0	200.065	873.381	0	0	650.11	876.318	291.285	632.899	0	368.51	269.62	0	166.496	310.277	0	0	567.342	883.652	381.991	920.848	932.052	1091.28	0	750.028	0	0	0	0	1089.68	664.325	0	604.927
K02528: 16S_rRNA_adenine1518_N6_adenine1519_N6_dimethyltransferase	0	761.187	128.007	28.9818	846.645	0	745.953	530.919	923.031	548.234	1095.17	85.4281	0	0	338.859	743.14	470.22	0	926.818	0	0	0	90.5526	737.704	0	914.925	436.691	0	341.883	0	0	905.182	522.644	150.507	253.926	0	336.8	695.102	34.0162	91.1272	0	0	832.131	0	101.665	351.114	0	949.955	533.413	0	0	0	0	0	0	0	198.549	1068.08	0	0	813.459	968.546	495.155	588.208	0	751.923	0	0	95.4841	666.475	0	0	872.767	961.502	439.112	1069.47	1151.55	967.66	0	1315.41	0	0	0	0	564.936	753.089	0	276.742
K02038: phosphate_transport_system_permease_protein	581.249	0	109.832	25.7272	860.454	383.183	685.711	528.942	920.709	633.986	636.635	0	0	63.7206	182.063	632.416	532.152	0	838.61	0	0	0	0	622.797	0	770.839	537.566	0	0	0	0	892.593	0	321.331	451.808	0	501.305	568.722	0	0	0	0	551.033	0	0	373.965	428.992	842.82	343.288	0	0	0	0	0	0	0	0	869.709	0	0	781.831	921.478	481.076	575.654	0	689.668	0	0	115.797	608.176	0	0	811.473	1039.73	796.219	1004.05	993.646	977.723	0	1045.41	0	739.463	0	0	748.063	871.629	0	527.15
K02037: phosphate_transport_system_permease_protein	581.249	0	109.832	34.1214	860.454	383.183	685.711	528.942	920.709	633.986	636.635	0	0	85.8992	115.615	632.416	532.152	0	838.61	0	0	0	0	622.797	0	770.839	537.566	0	0	0	0	892.593	0	321.331	451.808	0	501.305	568.722	0	0	0	0	551.033	0	0	373.965	428.992	842.82	343.288	0	0	0	0	0	0	0	0	869.709	0	0	781.831	921.478	481.076	575.654	0	689.668	0	0	115.797	608.176	0	0	811.473	1039.73	861.3481	1004.05	993.646	977.723	0	1045.41	0	739.463	0	0	748.063	871.629	0	527.15
K02600: transcription_termination_antitermination_protein_NusA	890.612	498.145	101.824	41.646	880.7	0	691.487	500.178	805.466	565.825	430.049	223.597	0	35.3262	103.152	636.098	251.777	0	785.111	0	0	0	0	580.284	0	622.087	630.132	0	0	0	215.669	650.022	0	314.582	498.444	0	572.248	500.515	0	0	0	0	413.244	0	122.007	0	0	875.231	243.773	0	0	0	0	0	0	0	0	678.591	0	0	653.851	826.584	294.578	449.067	0	444.877	0	0	0	480.41	0	0	613.631	949.203	529.195	909.046	864.689	871.218	0	875.02	512.815	906.516	0	0	1074.99	642.5968	0	574.462
K01870: isoleucyl_tRNA_synthetase	0	0	107.284	42.5524	810.183	0	582.17	470.41	735.857	829.938	789.96	0	0	38.9708	0	783.979	304.514	296.965	812.4	0	0	0	0	759.28	0	777.229	513.962	0	0	0	0	875.891	214.51	349.331	435.027	0	345.699	585.567	0	0	0	0	384.692	0	107.341	0	263.248	937.911	375.336	0	0	0	0	0	0	0	115.251	832.392	0	0	671.79	912.602	309.08	568.672	0	643.959	0	0	225.608	290.569	0	0	705.149	895.894	413.797	940.724	918.537	860.633	0	882.753	0	530.638	185.008	0	786.538	706.792	0	588.011
K01478: arginine_deiminase	786.764	733.38	124.358	0	845.07	419.923	701.112	395.955	973.238	544.6	863.843	0	0	0	0	392.914	282.435	0	867.029	0	0	0	0	740.315	0	881.452	729.39	0	0	0	0	864.366	0	312.889	417.446	0	321.385	744.51	0	0	0	0	445.162	0	97.9815	309.269	456.277	936.085	391.564	0	0	0	0	0	0	0	0	839.21	0	0	648.766	991.34	0	1011.24	0	690.281	0	0	257.507	478.607	0	0	480.47	913.698	299.382	835.822	874.839	859.228	0	882.073	0	590.439	0	0	919.721	672.147	0	555.681
